,op1,op2,op3,5-GM Avg Op1,5-GM Avg Op2,5-GM Avg Op3
28,58.620689655172406,55.172413793103445,37.93103448275862,56.23305123994779,52.51913884327678,38.483805594150425
29,56.666666666666664,53.333333333333336,36.666666666666664,56.36638457328113,52.785805509943444,38.61713892748375
30,58.06451612903226,51.61290322580645,35.483870967741936,57.210057029856806,53.10838615510473,38.02160542872445
31,59.375,50.0,37.5,57.9739459187457,52.738015784734365,37.373457280576304
32,60.60606060606061,51.515151515151516,39.39393939393939,58.66658661138639,52.326760373478955,37.395102302221325
33,61.76470588235294,52.94117647058824,41.17647058823529,59.295389856822496,51.880512908975916,38.04418952331666
34,60.0,54.285714285714285,42.857142857142854,59.96205652348916,52.07098909945209,39.282284761411894
35,61.111111111111114,55.55555555555556,44.44444444444444,60.57137551990494,52.859519565401925,41.074399456752396
36,62.16216216216216,56.75675675675676,45.94594594594595,61.12880795233737,54.210870916753265,42.76358864594158
37,63.1578947368421,57.89473684210527,44.73684210526316,61.63917477849367,55.48678798214403,43.83216918820634
38,64.1025641025641,58.97435897435898,46.15384615384615,62.1067464225359,56.69342448289817,44.827644301328505
39,62.5,60.0,45.0,62.6067464225359,57.836281625755305,45.25621572989994
40,63.41463414634146,58.536585365853654,43.90243902439025,63.06745102958197,58.43248758781493,45.147814645889106
41,61.904761904761905,59.523809523809526,45.23809523809524,63.01597097810192,58.98589814122548,45.006244504318964
42,62.7906976744186,60.46511627906976,46.51162790697674,62.942531565617216,59.49997402861838,45.36120166466168
43,63.63636363636363,61.36363636363637,45.45454545454545,62.849291472377125,59.97782950647386,45.22134152480154
44,62.22222222222222,62.22222222222222,46.666666666666664,62.79373591682156,60.4222739509183,45.554674858134874
45,63.04347826086957,63.04347826086957,45.65217391304348,62.719504739727185,61.32365252992149,45.90462183586552
46,61.702127659574465,63.829787234042556,44.680851063829785,62.678977890689694,62.1848480719681,45.79317300101243
47,62.5,64.58333333333334,43.75,62.62083835580597,63.00849148282081,45.24084741961708
48,63.26530612244898,63.26530612244898,42.857142857142854,62.54662685302306,63.388825434583325,44.72136690013656
49,64.0,62.0,42.0,62.9021824085786,63.344380990138895,43.78803356680322
50,64.70588235294117,62.745098039215684,43.13725490196079,63.23466322699293,63.284704945808116,43.28504976458668
51,65.38461538461539,63.46153846153846,42.30769230769231,63.97116077200111,63.211055191307295,42.81041801335918
52,66.0377358490566,62.264150943396224,41.509433962264154,64.67870794181242,62.74721871331987,42.362304805812016
53,66.66666666666666,62.96296296296296,40.74074074074074,65.35898005065596,62.686750081422666,41.9390243825316
54,67.27272727272727,61.81818181818181,40.0,66.01352550520141,62.65038644505903,41.5390243825316
55,67.85714285714286,60.71428571428571,39.285714285714285,66.64377760604177,62.24422398007302,40.7687162592823
56,66.66666666666666,61.40350877192983,38.59649122807017,66.900187862452,61.83261804215131,40.026476043357874
57,65.51724137931035,62.06896551724138,39.6551724137931,66.79608896850274,61.793580956920344,39.65562373366366
58,64.40677966101694,61.016949152542374,38.983050847457626,66.34411156737282,61.40437819483621,39.30408575500704
59,65.0,60.0,38.333333333333336,65.88956611282737,61.04074183119985,38.97075242167371
60,63.934426229508205,60.65573770491803,39.34426229508197,65.10502278730043,61.02903222932632,38.98246202354724
61,64.51612903225806,61.29032258064516,38.70967741935484,64.67491526041871,61.006394991069385,39.005099261804176
62,65.07936507936508,61.904761904761905,38.095238095238095,64.58734000042966,60.973554268573494,38.69311239809317
63,64.0625,60.9375,39.0625,64.51848406822627,60.95766443806501,38.70900222860165
64,64.61538461538461,60.0,40.0,64.44156099130319,60.95766443806501,39.042335561934976
65,65.15151515151516,60.60606060606061,39.39393939393939,64.6849787757046,60.947729018293536,39.052270981706464
66,64.17910447761194,59.70149253731343,38.80597014925373,64.61757386477535,60.62996300962718,39.071529527686245
67,64.70588235294117,60.29411764705882,38.23529411764706,64.54287731949057,60.30783415808658,39.09954073216804
68,65.21739130434783,60.86956521739131,39.130434782608695,64.77385558036015,60.29424720156483,39.11312768868977
69,64.28571428571429,60.0,38.57142857142858,64.70792151442609,60.29424720156483,38.827413402975495
70,64.7887323943662,59.154929577464785,39.436619718309856,64.63536496299629,60.004020995845664,38.83594946784958
71,63.888888888888886,58.333333333333336,40.27777777777778,64.57732184525167,59.73038915504965,39.130310993554396
72,63.013698630136986,57.534246575342465,41.0958904109589,64.23888510069085,59.178414940706375,39.70243025221676
73,63.51351351351351,58.108108108108105,41.891891891891895,63.89810954252398,58.62612351884974,40.2547216740734
74,62.66666666666667,57.333333333333336,41.333333333333336,63.57430001871445,58.0927901855164,40.80710262645435
75,63.1578947368421,57.89473684210527,40.78947368421053,63.24813248720964,57.8407516384445,41.077673419634486
76,63.63636363636363,57.14285714285714,40.25974025974026,63.19762743670458,57.60265640034927,41.07406591602698
77,64.1025641025641,56.41025641025641,41.02564102564102,63.41540053119,57.37785836733205,41.06001603896341
78,63.29113924050633,55.69620253164557,40.50632911392405,63.37092567658857,56.89547725203954,40.78290348336984
79,63.74999999999999,56.25,40.0,63.58759234325523,56.67881058537288,40.51623681670317
80,64.19753086419753,55.55555555555556,39.50617283950617,63.79551956872632,56.21097432806293,40.2595766477623
81,63.41463414634146,54.87804878048781,39.02439024390244,63.75117367072188,55.75801265558907,40.01250664459474
82,62.65060240963856,54.21686746987952,39.75903614457831,63.460781332136776,55.31933486751369,39.759185668382194
83,63.095238095238095,53.57142857142857,39.285714285714285,63.42160110308313,54.894380075470295,39.51506270274024
84,63.52941176470588,54.11764705882353,40.0,63.3774834560243,54.467909487235,39.51506270274024
85,63.95348837209303,54.65116279069767,39.53488372093023,63.328674957603404,54.28703093426342,39.52080487902505
86,64.36781609195403,55.172413793103445,39.08045977011494,63.51931134672592,54.34590393678654,39.53201878426755
87,63.63636363636363,55.68181818181818,38.63636363636363,63.71646359207093,54.63889407917428,39.30748428262462
88,62.92134831460674,55.0561797752809,39.325842696629216,63.68168563594465,54.93584431994475,39.31550996480761
89,63.33333333333333,54.44444444444444,40.0,63.64246994967016,55.00120379706893,39.31550996480761
90,63.73626373626373,53.84615384615385,39.56043956043956,63.59902502250429,54.84020200816017,39.32062113270947
91,63.04347826086957,53.2608695652174,40.21739130434783,63.3341574562874,54.457893162582955,39.54800743955605
92,63.44086021505376,52.68817204301075,40.86021505376344,63.29505677202543,53.85916393482147,39.99277772303601
93,63.829787234042556,53.191489361702125,40.42553191489361,63.47674455591259,53.48622585210571,40.21271556668889
94,64.21052631578948,53.68421052631579,40.0,63.65218315240382,53.334179068479976,40.21271556668889
95,63.541666666666664,53.125,39.58333333333333,63.613263738484406,53.18994829924922,40.21729432126764
96,62.88659793814433,53.608247422680414,40.20618556701031,63.581887673939356,53.25942387074182,40.21505317380014
97,63.26530612244898,54.08163265306123,40.816326530612244,63.54677685541841,53.53811599275191,40.206275469169896
98,63.63636363636363,53.535353535353536,41.41414141414141,63.50809213588262,53.606888827482194,40.40399736901945
99,64.0,53.0,42.0,63.46598687272473,53.47004672221904,40.803997369019456
100,64.35643564356435,53.46534653465347,41.584158415841586,63.628940668104256,53.53811602914973,41.204162385521116
101,63.725490196078425,52.94117647058824,42.15686274509804,63.796719119691076,53.4047018387313,41.59429782113865
102,64.07766990291263,52.42718446601942,41.74757281553398,63.959191875783816,53.07381220132294,41.78054707812301
103,64.42307692307693,51.92307692307693,42.30769230769231,64.11653453312647,52.75135687886761,41.95925725683318
104,63.8095238095238,52.38095238095239,41.904761904761905,64.07843929503123,52.627547355058084,41.940209637785564
105,64.15094339622641,51.886792452830186,42.45283018867924,64.03734084556365,52.311836538693434,42.1139439923531
106,64.48598130841121,52.336448598130836,42.99065420560748,64.1894390680302,52.190890964201955,42.28070228445498
107,64.81481481481481,51.85185185185185,42.592592592592595,64.33686805041063,52.07582444136845,42.4497062398667
108,65.13761467889908,51.37614678899083,42.201834862385326,64.47977560157507,51.96643841455121,42.42853475080531
109,64.54545454545455,51.81818181818182,41.81818181818181,64.62696174876122,51.8538843019971,42.41121873348929
110,64.86486486486487,51.35135135135135,42.34234234234234,64.7697460424889,51.74679608170133,42.38912116422191
111,65.17857142857143,50.89285714285714,41.964285714285715,64.90826406652096,51.4580777906466,42.183847465957555
112,64.60176991150442,50.442477876106196,41.5929203539823,64.86565508585886,51.17620299549746,41.9839130182355
113,64.91228070175438,50.877192982456144,41.228070175438596,64.82058829042992,51.07641223419053,41.78916008084615
114,64.34782608695652,51.30434782608696,40.869565217391305,64.78106259873032,50.97364543577156,41.59943676068805
115,63.793103448275865,51.724137931034484,40.51724137931034,64.56671031541252,51.04820275170819,41.23441656808165
116,63.24786324786324,52.13675213675214,40.17094017094017,64.18056867927089,51.29698175048718,40.875747459412544
117,63.559322033898304,52.54237288135594,39.83050847457627,63.972079103749664,51.71696075153714,40.52326508353134
118,63.02521008403361,52.10084033613446,40.33613445378151,63.59466498020551,51.96169022227279,40.34487793919992
119,63.33333333333333,51.66666666666667,40.833333333333336,63.39176642948087,52.034153990388745,40.337631562388324
120,63.63636363636363,52.066115702479344,41.32231404958678,63.36041846709843,52.10254954467771,40.498646096443615
121,63.934426229508205,52.459016393442624,40.98360655737705,63.49773106342742,52.1670023960158,40.66117937373099
122,63.41463414634146,52.03252032520326,40.65040650406504,63.468793485916045,52.06503188478528,40.82515897962874
123,63.70967741935484,52.41935483870967,41.12903225806452,63.60568695298029,52.12873478530031,40.98373854048534
124,64.0,52.800000000000004,40.8,63.73902028631363,52.35540145196698,40.97707187381868
125,63.49206349206349,52.38095238095239,40.476190476190474,63.710160257453595,52.418368787661585,40.80784715913941
126,63.77952755905512,52.75590551181102,40.94488188976378,63.67918052336298,52.47774661133527,40.80010222561676
127,64.0625,53.125,40.625,63.80875369409468,52.69624254629461,40.79502092480375
128,64.34108527131784,52.71317829457365,40.310077519379846,63.93503526448728,52.75500723746741,40.631229977066816
129,64.61538461538461,52.307692307692314,40.76923076923077,64.0581121875642,52.65654569900588,40.62507613091297
130,64.8854961832061,52.67175572519084,41.221374045801525,64.33679872579273,52.714706367853566,40.77411284483519
131,64.39393939393939,53.03030303030303,40.909090909090914,64.45968109276959,52.76958587155197,40.766954648700604
132,63.90977443609023,53.383458646616546,40.6015037593985,64.42913597998763,52.82127760087527,40.76225540058031
133,64.17910447761194,52.98507462686567,40.298507462686565,64.39673982124646,52.87565686733368,40.75994138924166
134,63.70370370370371,53.333333333333336,40.0,64.21440363891028,53.08078507246189,40.6060952353955
135,63.23529411764706,52.94117647058824,40.44117647058824,63.88436322579846,53.134669221541365,40.45005572035284
136,63.503649635036496,53.284671532846716,40.87591240875913,63.70630527401789,53.185542922050104,40.44342002028649
137,63.76811594202898,52.89855072463768,41.30434782608695,63.677973575205634,53.08856133765433,40.583988833624176
138,64.02877697841727,53.23741007194245,41.726618705035975,63.64790807536669,53.139028426669675,40.86961108209406
139,64.28571428571429,53.57142857142857,42.142857142857146,63.76431019176882,53.18664747428873,41.298182510665484
140,64.53900709219859,53.90070921985816,42.5531914893617,64.02505278667913,53.378554024142716,41.72058551442018
141,64.7887323943662,53.52112676056338,42.95774647887324,64.28206933854507,53.42584506968605,42.136952328443
142,64.33566433566433,53.14685314685315,43.35664335664335,64.39557901727213,53.47550555412914,42.547411434554284
143,63.888888888888886,53.47222222222222,43.75,64.36760139936646,53.5224679841851,42.95208769354709
144,64.13793103448275,53.103448275862064,44.13793103448276,64.33804474912014,53.42887192507179,43.35110247187221
145,64.38356164383562,52.73972602739726,43.83561643835616,64.30695565944755,53.19667528657961,43.6075874616711
146,64.62585034013605,52.38095238095239,43.53741496598639,64.27437924860153,52.968640410657414,43.72352115909373
147,64.86486486486487,52.02702702702703,43.91891891891892,64.38021935444164,52.74467518669219,43.835976271548844
148,65.1006711409396,52.348993288590606,43.624161073825505,64.62257580485178,52.52002939996587,43.81080848631395
149,64.66666666666666,52.666666666666664,43.333333333333336,64.72832293128856,52.43267307812679,43.64988894608406
150,64.90066225165563,52.980132450331126,43.04635761589404,64.83174305285256,52.48075436271356,43.49203718159164
151,65.13157894736842,52.63157894736842,42.76315789473684,64.93288877429903,52.530879675996765,43.33718576734173
152,65.359477124183,52.28758169934641,42.48366013071895,65.03181122616266,52.58299061046064,43.050134009701736
153,65.5844155844156,51.94805194805194,42.857142857142854,65.12856011485786,52.502802342352915,42.896730366365205
154,65.80645161290323,52.25806451612903,43.225806451612904,65.35651710410517,52.421081912245384,42.875224990021124
155,66.02564102564102,51.92307692307693,43.58974358974359,65.58151285890226,52.20967080679454,42.983902184791035
156,66.2420382165605,52.22929936305732,43.94904458598726,65.80360471274068,52.12921488993233,43.22107952304111
157,66.45569620253164,52.53164556962025,44.303797468354425,66.02284852841039,52.178027663987095,43.58510699056821
158,66.0377358490566,52.20125786163522,44.65408805031446,66.1135125813386,52.22866884670375,43.94449602920253
159,66.25,51.87500000000001,44.375,66.20222225875796,52.15205594347795,44.17433473887995
160,65.83850931677019,52.17391304347826,44.099378881987576,66.16479591698378,52.202223167558216,44.27626179732874
161,66.0493827160494,51.85185185185185,43.82716049382716,66.12626481688156,52.126733665317126,44.251884978896726
162,66.25766871165644,51.533742331288344,43.558282208588956,66.08665931870652,51.92715301765073,44.102781926943635
163,66.46341463414635,51.829268292682926,43.90243902439025,66.17179507572448,51.85275510386028,43.95245212175879
164,66.66666666666666,52.121212121212125,44.24242424242424,66.2551284090578,51.9019975281027,43.92593697024363
165,66.86746987951807,51.80722891566265,43.97590361445783,66.46092052160739,51.82866070253958,43.90124191673768
166,66.46706586826348,52.09580838323353,44.31137724550898,66.5444571520502,51.87745200881592,43.998085267074046
167,66.07142857142857,52.38095238095239,44.642857142857146,66.50720912400462,52.046894018748716,44.215000253927684
168,65.68047337278107,52.662721893491124,44.97041420118343,66.35062087173158,52.21358473891037,44.42859528928632
169,65.88235294117646,52.352941176470594,45.294117647058826,66.19375812663353,52.259930549962064,44.638933970213245
170,65.49707602339181,52.63157894736842,45.02923976608187,65.91967935540828,52.42480055630322,44.849601200538046
171,65.69767441860465,52.32558139534884,45.348837209302324,65.76580106547651,52.47075515872628,45.05709319329672
172,65.89595375722543,52.02312138728323,45.08670520231214,65.73070610263588,52.39918895999244,45.14586280518772
173,66.0919540229885,51.724137931034484,45.40229885057471,65.81300223267738,52.21147216750112,45.232239735065974
174,66.28571428571428,51.42857142857142,45.14285714285714,65.89367450158494,52.026598217921276,45.20198763422564
175,66.47727272727273,51.70454545454546,44.88636363636363,66.08971384236112,51.841191519356684,45.17341240828199
176,66.66666666666666,51.41242937853108,45.19774011299435,66.28351229197351,51.65856111599313,45.14319298902039
177,66.85393258426966,51.12359550561798,44.9438202247191,66.47510805738236,51.47865593966009,45.114615993501786
178,66.4804469273743,51.39664804469274,45.2513966480447,66.55280663825953,51.413157962391736,45.084435552995785
179,66.66666666666666,51.66666666666667,45.55555555555556,66.62899711445,51.46077701001078,45.16697523553547
180,66.85082872928176,51.93370165745856,45.85635359116022,66.70370831485181,51.50660825059341,45.360973226494785
181,67.03296703296702,52.197802197802204,45.604395604395606,66.77696838811188,51.66368281444763,45.44230432477504
182,67.21311475409836,51.91256830601093,45.3551912568306,66.84880482207761,51.82147737452622,45.524578531197335
183,67.3913043478261,52.17391304347826,45.65217391304348,67.03097630616797,51.97693037428333,45.60473398419709
184,67.02702702702703,52.43243243243243,45.40540540540541,67.10304837824006,52.130083527436476,45.57470395416706
185,67.20430107526882,52.68817204301075,45.69892473118279,67.17374284743747,52.28097760454691,45.54321818217157
186,66.84491978609626,52.94117647058824,45.45454545454545,67.13613339806332,52.429652459104126,45.51324815220155
187,67.02127659574468,53.191489361702125,45.21276595744681,67.09776576639258,52.68543667024236,45.48476309232479
188,66.66666666666666,52.910052910052904,45.5026455026455,66.95283823016068,52.832664643557294,45.4548574102452
189,66.84210526315789,52.63157894736842,45.78947368421053,66.91585387738687,52.87249394654449,45.53167106600622
190,66.49214659685863,52.35602094240838,45.54973821989529,66.77342298170483,52.80606372642401,45.50183376374872
191,66.66666666666666,52.604166666666664,45.83333333333333,66.7377723578189,52.7386617656397,45.57759133950629
192,66.32124352331607,52.84974093264248,45.59585492227979,66.59776574333318,52.670312079827774,45.654209132472886
193,65.97938144329896,53.09278350515464,45.876288659793815,66.46030869865965,52.70685819884811,45.72893776390255
194,65.64102564102564,53.333333333333336,45.64102564102564,66.2200927742332,52.847209076041096,45.69924815526557
195,65.81632653061224,53.06122448979592,45.91836734693878,66.08492876098391,52.98824978551861,45.77297398067427
196,65.98984771573603,53.299492385786806,45.68527918781726,65.9495649707978,53.12731492934263,45.74336315157105
197,65.65656565656566,53.535353535353536,45.45454545454545,65.81662939744771,53.26443744988485,45.71510125802419
198,65.32663316582915,53.768844221105525,45.7286432160804,65.68607974195375,53.399649593075026,45.68557216928151
199,65.5,53.5,45.5,65.65787461374862,53.432982926408364,45.65736704107638
200,65.67164179104478,53.73134328358209,45.77114427860697,65.62893766583512,53.567006685165595,45.62792242741002
201,65.84158415841584,53.46534653465347,45.54455445544555,65.59928495437109,53.60017751493892,45.59977748093567
202,66.00985221674877,53.20197044334976,45.320197044334975,65.6699422664077,53.53350089653817,45.57290779889358
203,66.17647058823529,53.431372549019606,45.09803921568628,65.83990975088894,53.46600656212098,45.44678699881475
204,66.34146341463415,53.170731707317074,44.87804878048781,66.00820243381577,53.4001529035844,45.32239675491231
205,66.50485436893204,52.9126213592233,44.66019417475729,66.17484494939322,53.23640851871264,45.100206734142375
206,66.66666666666666,53.14009661835749,44.44444444444444,66.33986145104339,53.17135853545344,44.88018473194216
207,66.82692307692307,52.88461538461539,44.230769230769226,66.50327562307824,53.10788752370657,44.66229916922901
208,66.98564593301435,53.110047846889955,44.01913875598086,66.66511069203406,53.04362258328065,44.44651907728793
209,67.14285714285714,52.85714285714286,43.80952380952381,66.82538943767865,52.9809048132458,44.23281408309513
210,66.82464454976304,52.60663507109005,44.07582938388626,66.88934747384485,52.919707555619155,44.11594112492092
211,66.50943396226415,52.358490566037744,43.86792452830189,66.85790093296434,52.7633863451552,44.00063714169241
212,66.66666666666666,52.112676056338024,44.13145539906103,66.82584965091307,52.608998479499725,43.98077437535077
213,66.82242990654206,52.336448598130836,44.39252336448598,66.79320644561861,52.4542786297479,44.05545129705179
214,66.97674418604652,52.55813953488372,44.651162790697676,66.75998385425649,52.394477965296076,44.223779093286566
215,66.66666666666666,52.31481481481482,44.44444444444444,66.72838827763721,52.33611391404103,44.29750210539821
216,66.82027649769586,52.07373271889401,44.23963133640553,66.79055678472355,52.27916234461228,44.371843467018934
217,66.97247706422019,51.8348623853211,44.03669724770643,66.85171886423424,52.2235996104089,44.352891836748014
218,66.66666666666666,52.054794520547944,44.29223744292237,66.82056621625918,52.16726879489231,44.332834652435295
219,66.36363636363637,51.81818181818182,44.09090909090909,66.69794465177715,52.01927725155194,44.22078391247757
220,66.51583710407239,52.03619909502263,43.89140271493213,66.6677787392583,51.963554107593495,44.11017556657511
221,66.66666666666666,52.25225225225225,43.69369369369369,66.63705677305245,51.99925801426515,44.000988038032744
222,66.3677130044843,52.01793721973094,43.49775784753363,66.51610396110527,52.03587298114712,43.89320015799818
223,66.07142857142857,52.23214285714286,43.30357142857143,66.39705634205765,52.0713426484661,43.695466955128
224,66.22222222222223,52.44444444444445,43.55555555555555,66.36877351377483,52.19659517371863,43.588396248057286
225,66.3716814159292,52.654867256637175,43.80530973451327,66.33994237614618,52.32032880604153,43.571177651973514
226,66.51982378854625,52.863436123348016,44.052863436123346,66.3105738005221,52.44256558026069,43.643011600459445
227,66.22807017543859,53.07017543859649,43.859649122807014,66.28264523471296,52.65301322403379,43.71538985551412
228,66.37554585152839,52.838427947598255,43.66812227074236,66.34346869073292,52.77427024212487,43.78830002394831
229,66.52173913043478,53.04347826086957,43.47826086956522,66.40337207237545,52.8940770054099,43.77284108675024
230,66.66666666666666,52.81385281385281,43.290043290043286,66.46236912252293,52.925874116853024,43.669787797856245
231,66.8103448275862,52.58620689655172,43.103448275862064,66.52047333033093,52.870428271493765,43.479904765803994
232,66.95278969957081,52.78969957081545,43.34763948497854,66.66541723515738,52.81433309793756,43.3775028382383
233,66.66666666666666,52.56410256410257,43.162393162393165,66.72364139818504,52.75946802123842,43.276357016568454
234,66.80851063829788,52.76595744680851,43.40425531914894,66.78099569975764,52.70396385842621,43.26155590648519
235,66.94915254237289,52.54237288135594,43.22033898305085,66.83749287489889,52.64966787192684,43.247615045086704
236,67.08860759493672,52.320675105485236,43.037974683544306,66.89314542836898,52.59656151371354,43.234520326623155
237,67.22689075630252,52.10084033613446,42.857142857142854,66.94796563971533,52.45878966677734,43.13642100105603
238,66.94560669456067,52.30125523012552,42.67782426778243,67.00375364529414,52.40622019998193,43.03950722213388
239,67.08333333333333,52.083333333333336,42.916666666666664,67.05871818430123,52.26969537728691,42.941989491637415
240,67.21991701244814,51.867219917012456,43.15352697095436,67.11287107831627,52.134664784418206,42.928627089218125
241,67.35537190082644,52.066115702479344,42.97520661157025,67.16622393949423,52.08375290381703,42.91607347482331
242,67.48971193415639,52.2633744855967,42.79835390946502,67.21878817506499,52.11625973370947,42.90431568528774
243,67.21311475409836,52.04918032786885,42.62295081967213,67.27228978697254,52.06584475325813,42.89334099566568
244,67.3469387755102,51.83673469387755,42.857142857142854,67.3250108754079,52.01652502536698,42.88143623376092
245,67.47967479674797,52.03252032520326,42.68292682926829,67.37696243226787,52.04958510700514,42.787316205423714
246,67.20647773279353,52.226720647773284,42.91497975708502,67.34718359866129,52.08170609606393,42.775270834526665
247,67.33870967741935,52.016129032258064,42.74193548387097,67.31698314731388,52.032257005396204,42.76398714940785
248,67.06827309236948,51.80722891566265,42.971887550200805,67.28801481496811,51.983866722954964,42.833774495513595
249,67.2,51.6,42.8,67.25862705986607,51.93651978417945,42.82234592408501
250,67.33067729083665,51.79282868525896,42.62948207171315,67.2288275586838,51.88858145619059,42.811656972573985
251,67.46031746031747,51.587301587301596,42.857142857142854,67.27959550418859,51.760697644096254,42.80008959258556
252,67.19367588932806,51.77865612648221,42.68774703557312,67.25058874657034,51.713203062941076,42.78925190292598
253,66.92913385826772,51.96850393700787,42.51968503937008,67.22276089974999,51.74545806721013,42.69881140075984
254,66.66666666666666,51.76470588235295,42.745098039215684,67.11609423308332,51.77839924368071,42.68783100860298
255,66.796875,51.5625,42.578125,67.00933377491597,51.732333506628926,42.67755959426035
256,66.9260700389105,51.36186770428015,42.4124513618677,66.90248429063459,51.68724673002464,42.588621295205314
257,66.66666666666666,51.162790697674424,42.248062015503876,66.79708244610231,51.564073644263075,42.50068429119146
258,66.40926640926641,51.35135135135135,42.084942084942085,66.69310895630204,51.44064312713177,42.41373570030587
259,66.53846153846153,51.153846153846146,42.30769230769231,66.66746793066102,51.31847118143041,42.326254554001196
260,66.66666666666666,50.95785440613027,42.1455938697318,66.64142626399435,51.19754206265647,42.23974832794755
261,66.41221374045801,50.76335877862596,42.36641221374045,66.53865500430386,51.077840277525624,42.23054049832211
262,66.15969581749049,50.57034220532319,42.20532319391635,66.43726083446862,50.95935057905538,42.221992734004594
263,66.28787878787878,50.75757575757576,42.42424242424242,66.4129833101911,50.840595460300264,42.28985280186466
264,66.0377358490566,50.943396226415096,42.26415094339623,66.31283817231011,50.79850547481406,42.28114452900545
265,66.16541353383458,50.75187969924813,42.10526315789473,66.2125875457437,50.757310533437625,42.27307838663803
266,66.29213483146067,50.936329588014985,41.947565543071164,66.18857176394422,50.79190469531543,42.18930905250418
267,66.4179104477612,50.74626865671642,42.16417910447761,66.24021468999837,50.82708998559408,42.18108023461643
268,66.17100371747212,50.92936802973978,42.00743494423792,66.21683967591703,50.86144844002688,42.09771873861553
269,66.2962962962963,50.74074074074074,42.22222222222222,66.26855176536496,50.82091734289201,42.08933299438073
270,66.42066420664207,50.55350553505535,42.435424354243544,66.31960189992647,50.78124251005345,42.15536523365049
271,66.54411764705883,50.73529411764706,42.64705882352941,66.3699984630461,50.74103541597987,42.295263889742145
272,66.66666666666666,50.54945054945055,42.49084249084249,66.4197497068272,50.701671794526696,42.360596567015115
273,66.78832116788321,50.36496350364964,42.700729927007295,66.54321319690942,50.58879088930867,42.499255563568994
274,66.9090909090909,50.54545454545455,42.90909090909091,66.66577211946834,50.549733650251426,42.63662930094273
275,66.66666666666666,50.72463768115942,42.7536231884058,66.71497261147324,50.58396007947225,42.70026906777518
276,66.4259927797834,50.90252707581227,42.96028880866426,66.69134763801817,50.617406671105286,42.76291506480215
277,66.54676258992805,51.07913669064749,42.805755395683455,66.66736682267045,50.72334389934467,42.82589764577035
278,66.66666666666666,50.89605734767025,43.01075268817204,66.64303592242713,50.829562668148796,42.88790219800329
279,66.78571428571428,50.71428571428571,43.214285714285715,66.6183605977518,50.86332890191503,42.948941159042256
280,66.90391459074732,50.5338078291815,43.06049822064057,66.66581018256795,50.82516293151944,43.01031616548921
281,67.02127659574468,50.70921985815603,42.90780141843972,66.7848669457602,50.7865014879882,42.999818687444304
282,67.13780918727915,50.8833922261484,42.75618374558304,66.90307626523041,50.74735259508838,42.989904357424216
283,67.25352112676056,50.70422535211267,42.6056338028169,67.0204471572492,50.70898619597686,42.90888058035319
284,67.01754385964912,50.877192982456144,42.45614035087719,67.06681307203617,50.74156764961095,42.757251507671484
285,67.13286713286713,50.6993006993007,42.65734265734265,67.11260358046012,50.77466622363479,42.6766203950119
